309 11
0 0 0 0 0 0 0 0 0 1 -0.226849565638134
1 0 0 0 0 0 0 0 0 0 -0.215800726137801
0 0 1 0 0 0 0 0 0 0 -0.199126259601672
0 1 0 0 0 0 0 0 0 0 -0.161631788137897
1 0 0 0 0 0 0 0 0 1 -0.0895905090446174
0 0 1 0 0 0 0 0 0 1 0.0749533892854981
1 0 1 0 0 0 0 0 0 1 0.0666122639342293
0 1 1 0 0 0 0 0 0 0 -0.0543017910975859
1 0 1 0 0 0 0 0 0 0 -0.0523582899788376
1 1 1 0 0 0 0 0 0 1 0.0457815669317547
1 1 1 0 0 0 0 0 0 0 -0.0412915831133989
1 1 0 0 0 0 0 0 0 1 -0.0411980156485418
0 0 0 0 0 0 0 1 1 0 0.0386608445546033
0 1 0 0 0 0 0 0 0 1 -0.0380939703781392
0 1 1 0 0 0 0 0 0 1 0.0318534676811869
1 1 0 0 0 0 0 0 0 0 0.0220103393938283
0 0 0 0 0 1 0 0 0 0 -0.0209922302655313
0 0 0 0 1 0 0 0 0 0 -0.020022175111248
0 0 0 0 0 0 0 0 1 0 0.0184879647273648
1 0 1 1 0 0 0 0 0 1 -0.0166562028766452
0 0 0 1 0 0 0 0 0 0 -0.0155756629491219
1 0 1 0 1 0 0 0 0 1 -0.0134236322531356
0 1 1 1 1 0 0 0 0 1 -0.0127963586141949
1 1 0 1 1 0 0 0 0 0 -0.0125906372156676
0 1 1 0 0 0 0 0 1 1 -0.0124618441670195
1 0 1 0 1 0 0 0 0 0 0.0121599885758041
0 0 0 0 0 0 1 0 1 0 0.0121246842580307
0 0 1 1 0 1 0 0 0 0 0.0120203879758186
0 1 1 0 1 1 0 0 0 1 -0.0117438059930003
0 0 0 0 0 1 0 0 1 0 0.0116799317374272
1 0 1 1 0 0 0 0 1 1 -0.0112663526249796
1 1 0 0 0 0 0 0 1 0 -0.0111037826978194
1 0 1 1 1 1 0 0 0 1 -0.0110035123465815
1 0 1 1 0 0 0 0 0 0 0.0109188838132094
1 1 0 1 0 1 0 0 0 0 -0.0103640401892785
0 0 0 0 0 1 0 1 0 0 0.0100546943718569
0 0 0 0 0 1 1 0 1 0 0.0100392520134136
0 1 1 0 0 0 0 1 1 1 -0.0100317722850718
1 0 1 1 0 0 1 1 0 0 0.00974480791442181
0 1 1 1 0 1 0 0 0 1 -0.00973207400497807
1 0 1 1 0 1 1 0 0 1 -0.00969302194963548
0 0 1 1 1 0 0 0 0 0 0.00965455777469589
0 1 1 0 1 0 0 0 0 0 0.0096023938867934
1 0 1 1 0 0 0 1 1 1 -0.00956411867341186
1 0 0 0 0 0 1 1 1 0 0.00935325857029045
0 1 1 0 0 1 1 0 0 1 -0.00909241288611692
1 0 1 1 1 1 0 0 0 0 0.00897742977800736
0 0 0 0 1 1 0 1 0 0 0.0089144058494457
1 1 0 0 0 0 0 1 1 0 -0.00883185064428057
0 0 1 0 1 1 0 0 0 0 0.00883043868152692
1 0 1 0 0 1 1 0 0 1 0.00866160677828834
0 1 1 0 0 1 0 1 0 1 -0.00850552453128998
0 0 1 0 0 1 1 0 0 0 0.00847596779424234
1 0 1 0 0 0 0 0 1 1 0.00845478310400543
1 1 0 0 1 1 0 0 0 0 -0.00839109780999042
0 1 1 0 0 0 1 0 1 1 -0.00831321415445629
0 1 1 1 0 0 0 0 0 0 0.00820267689189447
0 0 1 0 0 0 0 1 0 0 0.00816682143624321
1 0 1 0 1 0 0 0 1 1 -0.00815575668722948
0 0 1 1 1 0 0 0 0 1 -0.0081523186366583
0 0 0 0 0 0 1 1 0 0 0.00810628025259782
1 1 0 1 0 1 0 0 1 0 -0.00810419117759427
0 0 1 0 0 0 1 1 0 0 0.00805991118581063
1 1 0 0 0 1 1 0 0 0 -0.00788058666716481
0 0 0 1 1 1 0 0 0 0 -0.00786396329898338
0 1 1 1 1 0 0 0 1 1 -0.00784839496616802
1 0 0 1 0 0 0 0 0 1 0.00781934737554087
1 1 0 1 1 0 0 0 1 0 -0.00775534714559565
0 1 1 0 0 0 0 1 0 1 -0.00772992131816559
1 0 1 0 0 0 0 1 1 1 0.00770054829374391
0 0 0 0 0 1 1 1 0 0 -0.00769563004430091
0 0 1 0 0 0 0 0 1 0 0.00767919563767754
1 0 1 1 0 0 1 0 1 1 -0.0076482426846728
0 1 1 1 0 1 1 0 0 1 0.00754586751163488
0 0 1 1 1 0 1 1 0 0 0.00752100856887915
1 1 0 0 0 0 1 0 1 0 -0.00747903810725016
1 1 0 1 1 0 0 1 1 0 -0.00747588874794836
0 1 1 0 1 0 1 0 0 1 -0.00739872944505369
0 1 1 0 0 0 1 1 0 1 -0.00733364793508148
0 0 1 1 1 0 0 1 1 0 0.00733295507603509
1 0 0 0 0 1 1 1 1 0 0.00731750221972748
0 0 0 1 1 1 0 0 1 0 -0.00731491974510001
0 1 1 1 0 0 1 1 0 0 0.00731457331557677
0 0 1 0 1 0 1 0 0 0 0.00726591046543146
0 0 1 0 0 0 1 0 1 0 0.00714573616340604
0 1 1 0 1 1 0 0 1 1 -0.00713275030521819
