1024 11
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 197.3219843392299
0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 1.0 0.0 198.892982466181
0.0 0.0 1.0 0.0 1.0 0.0 0.0 1.0 1.0 0.0 245.7247866285119
0.0 1.0 1.0 1.0 1.0 0.0 1.0 1.0 1.0 1.0 249.34003012486988
1.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 1.0 279.5974898543184
1.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 1.0 1.0 278.02649172736733
1.0 1.0 1.0 1.0 1.0 0.0 1.0 0.0 0.0 1.0 294.2615860041623
1.0 1.0 1.0 1.0 1.0 0.0 1.0 0.0 1.0 1.0 263.3623955775234
1.0 1.0 1.0 1.0 1.0 0.0 0.0 1.0 0.0 1.0 263.4481353277835
1.0 1.0 1.0 1.0 1.0 0.0 1.0 1.0 0.0 1.0 248.7840391779396
1.0 1.0 1.0 1.0 1.0 0.0 0.0 1.0 1.0 1.0 265.01913345473463
1.0 1.0 1.0 1.0 1.0 0.0 1.0 1.0 1.0 1.0 279.6832296045785
0.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 1.0 278.5824826742976
0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 216.4823340790842
0.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 1.0 1.0 247.68329224765864
0.0 1.0 1.0 1.0 1.0 1.0 0.0 1.0 0.0 1.0 233.1049358480749
0.0 1.0 1.0 1.0 1.0 1.0 0.0 1.0 1.0 1.0 264.0041262747138
1.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 1.0 279.5974898543184
1.0 1.0 1.0 1.0 1.0 1.0 0.0 1.0 0.0 1.0 263.4481353277835
1.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 1.0 1.0 278.02649172736733
1.0 1.0 1.0 1.0 1.0 1.0 0.0 1.0 1.0 1.0 265.01913345473463
0.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 1.0 263.91838652445364
0.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0 1.0 1.0 262.3473883975026
1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 1.0 294.2615860041623
0.0 0.0 1.0 0.0 1.0 0.0 1.0 1.0 0.0 0.0 229.4896923517169
1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0 1.0 1.0 263.3623955775234
0.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0 1.0 247.7690319979188
1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0 1.0 248.7840391779396
0.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 249.34003012486988
1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 279.6832296045785
0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 214.91133595213316
0.0 0.0 1.0 0.0 1.0 0.0 1.0 1.0 1.0 0.0 231.060690478668
0.0 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 231.14643022892815
0.0 0.0 1.0 1.0 1.0 0.0 0.0 0.0 1.0 0.0 200.24723980228922
