11 50
0.35122480429004044 Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity
0.2867479318571781 0.29123138427144024 0.2852286480797174 0.292573163490025 0.2904357558327178 0.28077504558824445 0.2900749609824375 0.29339919010142845 0.29709325615790283 0.3009729675328515 0.2971761258898241 0.29033020882299565 0.2951737329361845 0.2884441441001051 0.28877569040296114 0.29430947763933124 0.29648717213696385 0.2878866949833844 0.29791819652888557 0.2913066677230043 0.2913537386031325 0.2983819716470398 0.2950858682838587 0.29652237554493494 0.2914861022506086 0.29903797374740837 0.28821272389518876 0.30423314276924923 0.2967329401298297 0.30507658688807987 0.3082373952955409 Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity
0.22063656076627333 0.22086137129400923 0.2226794009646997 0.21977290214407877 0.2176317760508418 0.2162375409461574 0.22310175676884053 0.22039025494993986 0.22556628884891752 0.2310591301054922 0.22154388634107525 0.2293353435257194 0.22686292646550169 0.23794884806409777 0.23356810232842454 0.2394493991615745 0.231112634865136 0.22860616593592953 0.24722030997836125 0.24128379631960176 0.24017036087932905 0.24368741128713872 0.24873915228558088 0.246030885700962 0.25451484161561605 0.24299434640815792 0.24872875562992938 0.24454248777952953 0.25734130386586734 Infinity 0.2523189441899722 0.2610041119530357 Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity
0.21346705968611127 0.21231661705413488 0.21244602514090355 0.21536187739347484 0.2109161339175604 0.2120311212355941 0.20191943626604708 0.19641496768875522 0.19973894372667048 0.20388075806958908 0.20301439166734578 0.20467778179125357 0.20876109763948617 0.22639804936144065 0.21674811768136723 0.2248997233399775 0.22686942252346462 0.22601532102068814 0.24176951882430503 0.23500627259355766 0.2389184171366724 0.24581351792356054 0.24453030888073776 0.2419159581552079 0.24791383544462964 0.2506202101189123 0.24672804261511025 0.24646797881651553 0.2528516964726565 0.2487039241540235 0.247872991893917 0.25691256395368967 0.2608537657228098 0.2519821501506859 Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity
0.24291554334876944 0.23689878460211447 0.24072121063755827 0.24056508438235769 0.23269397052114627 0.22724919497477342 0.22558260434436572 0.20401920077339503 0.20391616611569227 0.198043828971139 0.17845642238026901 0.18735996280878994 0.18033550460040687 0.17650978821001312 0.17271792769104483 0.17580276131326517 0.18974643800992302 0.17912787645936815 0.18140118263529706 0.1902922719754176 0.19569938078821839 0.1945808404617491 0.19303050668201896 0.19084804597357763 0.19013649372839891 0.19800336687283593 0.19231081398205732 0.19841911017303646 0.20364495399896104 0.20669652905376776 Infinity 0.2091327332565331 Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity
0.3202053310632453 0.31756744335614173 0.3073925391406612 0.3089425559452115 0.3103609090521053 0.29916311863517303 0.2794010245974331 0.28536049528133167 0.256366038046586 0.23502135078108538 0.2109289989779537 0.20104894350422062 0.1844258731431928 0.17897216892451281 0.16779875153544294 0.16660529559843398 0.15675584801767886 0.15657017723991268 0.1571351663847477 0.1444114246086248 0.1481731075115801 0.1516682608292242 0.13891629120677226 0.1493650118115038 0.15419227427639962 0.1369044386349391 0.14947411197314728 0.1487095684627678 0.16280883325935863 0.16323412806712298 0.17297928481029848 Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity
0.3775016084830726 0.3818677832398052 0.3845731571596455 0.3706279968884878 0.3854872997187984 0.36440650237658073 0.35811262592903803 0.3361582943307834 0.33413822120304926 0.29667696729811166 0.2661609301048444 0.2517851661114148 0.230732094005672 0.18792158299121084 0.18495467250235548 0.17673871644033004 0.1628232145430621 0.16093308880692495 0.15474191113510505 0.15876546184728496 0.14985836177488415 0.1538580364587295 0.1534386292301476 0.15175591732151292 0.1475824914303906 0.1464562142167389 0.14458878442182055 0.1582487437841806 0.16051203687461518 0.1651482513357515 Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity
0.3780120065964055 0.38174494336493237 0.38759953233590844 0.38281551289028626 0.4006517637859869 0.40759989310936523 0.4085702834914947 0.3949341602306362 0.3892553807520157 0.36649404654392664 0.3418359541635265 0.3003891994989083 0.28190856486348326 0.24201334800428465 0.2233610669551302 0.18432893395349934 0.17770859765031288 0.15535793735249254 0.16434391321091726 0.14396172659780443 0.13851569453390247 0.15187069634764241 0.14608236227014101 0.15346850123067207 0.1527183715006563 0.13911849170200113 0.15904155831137376 0.15004518834969885 0.15514480673963582 Infinity 0.15361947208816543 Infinity Infinity Infinity Infinity 0.1990261573922619 Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity
0.3472313311352983 0.34661164624790686 0.35748606557771845 0.37573690393362624 0.400768313698674 0.4176108011129003 0.4347810594286259 0.441292663128241 0.44111135229073106 0.4109545438045042 0.37767534070646913 0.33844798965358386 0.3020783673432979 0.2747375721443689 0.22216470716818446 0.18774316334845734 0.16338377721866995 0.17119807774802087 0.1480633505061579 0.16471458566101735 0.15697771947982259 0.14863786483676014 0.14615564634376804 0.14289837848114273 0.1437545926541324 0.14360093975114152 0.15700465399606336 0.15588293642430387 0.16335934054042403 0.17147564386997374 0.15559298348390477 Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity
0.3434604265343593 0.3431693026287279 0.35144454874496345 0.363530780020737 0.3891695534732139 0.42535270109417966 0.4541613605305964 0.47028315315571667 0.4511954783878187 0.4447066769726692 0.3941377786072274 0.3758377550561423 0.29631665701722293 0.2779125459278801 0.240868177554494 0.2088684890145922 0.20082266821703393 0.16654506805029093 0.15653647340421353 0.15280626328767333 0.16077221231847114 0.1544950603060772 0.15564696555346585 0.16064269982604087 0.15677187286486044 0.13912060020036782 0.15484701539255147 0.148247720466182 0.14663498028672065 0.15760771282044975 0.17937573635593224 Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity
0.3482648953354573 0.3431579340516647 0.35439187535862177 0.35954108755861824 0.3963599892564328 0.4303623722506738 0.4557920634808776 0.47083344563174434 0.4649139178717425 0.44428461961250837 0.40786092138251 0.35302632673317874 0.337021180753009 0.25382271587292327 0.25680865050113055 0.21803433031467287 0.18806690377415183 0.16656652563160282 0.16611200755000854 0.1539755167630759 0.15333960822397388 0.1455620800162201 0.15420947278441804 0.14859216263973088 0.1470951481239816 0.15404006744203866 0.15148986960004984 0.14126585541287817 0.1671297691484447 Infinity 0.16638329833387966 0.14723597780363218 0.17242097808085047 0.14494368874881106 Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity
