# row: maxLevel: 0:10
# column: theta: 0:0.01:0.49
# numSample = 81
# repeat = 15, minimum is taken across repeats

11 50
0.3282211042409854 Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity Infinity
0.26221080598464985 0.2678522694906314 0.2682397566760731 0.2719080707569556 0.2706490966323313 0.2698271687602286 0.26519664977867863 0.25943818243697386 0.27224616982158867 0.2656053976634037 0.27217980326047764 0.27369303421442553 0.2655535487328632 0.27227669057796877 0.2719109425849018 0.2715613393969584 0.27873195618152763 0.26732910545148014 0.27839008535210585 0.2730516990458427 0.2638122093605337 0.27379394953308767 0.2726307069998796 0.2736777313177821 0.27466837076902384 0.27763135587226917 0.2875389294527174 0.2748959229519776 0.27128685543799025 0.2710787220245509 0.2631189186734656 0.2719334941442437 0.27514085342899985 0.2669561093192984 0.2687654718936589 0.27275808068094004 0.2693584844077302 0.28536504072150154 0.3028225916829579 0.30231221036384476 0.3378518175143096 0.3421043281556222 Infinity 0.2799220147482894 0.296103685953395 Infinity Infinity 0.319349254801309 Infinity Infinity
0.18137749452743307 0.1890668772863965 0.1930542543997166 0.19689517553905642 0.18218343853639035 0.1919920693606991 0.19842945665399217 0.1959357482026754 0.1981490856108837 0.20005316822612385 0.19422199237736704 0.19861172024851412 0.20355084925566286 0.21115724107630732 0.21573092037368452 0.19614794211055678 0.2101424330802918 0.20232843418634375 0.2130279262872784 0.2229333021249676 0.22316897775948377 0.2098133847740916 0.19959179275633857 0.2056729909866025 0.21887731744354957 0.2139511890169515 0.2075174974398971 0.20412985677493733 0.21593395557914954 0.21109244757404586 0.22196156296448763 0.20060080747128217 0.21903091174161488 0.21873835697410815 0.21080204957452958 0.21955445124820955 0.2347308375637927 0.2182941500005627 0.23396311075712595 Infinity 0.22580327276682338 0.2122743499496737 0.3021034646854868 0.31579866796231565 Infinity Infinity Infinity Infinity Infinity Infinity
0.1891598654847624 0.17986491825772924 0.1775333274812589 0.18368775045698252 0.1801755765814478 0.17988495998292278 0.17317905580077486 0.1668305922318693 0.17664303468778098 0.17441123792680835 0.19352212438930635 0.15606984791899348 0.18531393697945653 0.1812336202028027 0.17921473800641163 0.1952969110079776 0.18563384670475988 0.21608507062802595 0.21260306291481668 0.2144158534515155 0.19815462552239577 0.18199273286367373 0.22319002627927795 0.211183192240873 0.1991591020746262 0.22030027313881453 0.2256543671527044 0.21722125872049974 0.20069595909569643 0.21896815379466983 0.22818062986883053 0.2131203567994322 0.21527655530296683 0.21637269411584267 0.23285101976557063 0.22166916697388245 0.2272673651643904 0.21999773297741304 0.2393248520099024 0.28087452022911896 Infinity 0.2993383357357809 0.3063850460757894 Infinity 0.2940860406862794 Infinity Infinity Infinity Infinity Infinity
0.2127954818222341 0.2156451754248871 0.22455938895547436 0.21074503513334966 0.19795295341518163 0.202910105780756 0.20033581151639054 0.16973849436070262 0.17098126704158526 0.1639606189954555 0.15057786904189 0.1629405544520817 0.15046657913799594 0.14479195320348412 0.14944007462583553 0.15016777974817777 0.16262321313473851 0.14659370271924121 0.158819780583002 0.16097709807237115 0.16467593951412338 0.16545111745718202 0.15872103796418743 0.15654262951943743 0.16371684157376248 0.1716197788947707 0.16084390135212048 0.16243643027909463 0.1604909229940229 0.16168782998798378 0.16927856137330916 0.16606049044117271 0.1943310410713012 0.1636543619244177 0.1583747186142106 0.1653684966472619 0.1765736284332063 0.1698903991150729 0.16421913219347664 0.18728348982098753 0.15302240253295785 0.2755774785235721 Infinity Infinity 0.23675853757651968 Infinity Infinity Infinity Infinity Infinity
0.294986994000499 0.2872362344121886 0.2924028205723861 0.2868377924873146 0.2860951502522412 0.2592089305739858 0.282149129149791 0.2228230319244013 0.19372375995612443 0.19118055042324042 0.16522847374309607 0.1578015487236064 0.1411885505622351 0.1419008869186043 0.1249670666078597 0.13863227418122887 0.13815458115641951 0.13008101433408695 0.11927114242017038 0.10822465722497926 0.10994202071856901 0.10817261680322647 0.10329605187462018 0.10583049580598392 0.11411806988386788 0.11073111198503992 0.10879316518430684 0.11883618638031569 0.10543884821113726 0.10843958659901813 0.11712723906016748 0.11306528444169353 0.102883231510919 0.09920844017280984 0.1006630992963032 0.10495546191694231 0.11722165218603908 0.13521583093764586 0.1205268404865011 0.14118933640506648 Infinity 0.26013226253230404 0.17626866825050672 0.13677811187111988 0.14482425679943212 Infinity Infinity Infinity Infinity Infinity
0.3555893210751567 0.3469772821109735 0.34873129170138956 0.33451319413836067 0.34674354546685876 0.3378922997899362 0.32142172083606024 0.3265399690926406 0.2888405157398621 0.25502461092819495 0.21582180318601601 0.20946821200308474 0.16261563673424662 0.1856082176981704 0.1332801700206504 0.13575709526126428 0.12329839854658177 0.12752307513403377 0.10914810705802067 0.11153058447781353 0.1260280238116365 0.12174055302791958 0.10631966864775118 0.1018768329457914 0.11869528653626672 0.11157000266996783 0.12497796492663821 0.10193876404593571 0.09793804549216359 0.11231470040794002 0.11517172075689994 0.10713564040098182 0.11762193834071698 0.12016436877424232 0.11745234178178023 0.11624602948865324 0.1233560580164683 0.10492706786282013 0.13486200352109454 0.24787957863702587 Infinity 0.25886613712279405 0.24390477750747405 Infinity 0.133619601687226 Infinity Infinity Infinity Infinity Infinity
0.3509065541380619 0.34861252262452896 0.35481435960285085 0.3614868710657739 0.37090982643756787 0.38469540337713504 0.3744804846730201 0.33909394456389924 0.31965331097443667 0.27723886019175353 0.2736054386881667 0.20575176967851658 0.21821965513230818 0.1829915626371799 0.13647654454772906 0.14117850360186102 0.12106916439984448 0.10513000829349885 0.13167640265282174 0.12417314457242894 0.10035098482951503 0.1257724869759238 0.12251817305443857 0.10634096146783184 0.12364168751916928 0.1141682514229415 0.11954165112816777 0.11435086357544255 0.11216732908522195 0.09420955463010372 0.1107699833102888 0.11751726026063944 0.11858720999523255 0.1359303815207982 0.11041622029248525 0.10984832847824126 0.1560631700344583 0.10244622060752163 0.13026658175994804 0.13523685563202456 0.13342111740427093 0.16648764199129407 0.26967949441881744 0.245786939078732 Infinity 0.24753796188418192 0.1427985946710754 Infinity Infinity Infinity
0.3219669152830813 0.32577866022620144 0.33857042887913424 0.3579452790371812 0.36788149984181073 0.3861513975096432 0.41870866582849886 0.393500076386544 0.403445084019168 0.3254438731139722 0.3394339185575714 0.27500346053524466 0.19478773893219542 0.19483664925716654 0.1435149262686343 0.15449703977572465 0.1169842814696803 0.12906637643629829 0.101186337963497 0.10398154483069388 0.10085172341475068 0.0971019928540264 0.1191061981595922 0.10246924644341587 0.1038019512628236 0.11626499743924472 0.10965825932869865 0.1144433076475958 0.11582254843226573 0.12591379181608986 0.1157585006795622 0.10173394361133663 0.11252414691663977 0.11025697284102541 0.1063861247425321 0.12113362170958253 0.11057378281575767 0.12057167759689603 0.1284214890648182 0.1285903314924491 0.24818351394437638 0.2565237611344324 0.09773761868999223 Infinity 0.2589530220255114 Infinity Infinity Infinity Infinity Infinity
0.316404443253546 0.32411206082896554 0.3215107704388567 0.34789847967734955 0.3626743716265689 0.3936579043618269 0.4244880037471769 0.4133907677542018 0.39988958704014793 0.34894440552945016 0.2830031008175466 0.20156851137954318 0.18592935161526508 0.18411766699350315 0.1409504746165703 0.137597540993687 0.14415671507403385 0.11599624810426924 0.11513377153606702 0.12692328181282178 0.11849590537439633 0.10800556996577557 0.12940009144447423 0.09442223497539574 0.10920059753210702 0.10662044021527277 0.10638402451880266 0.11495801188570111 0.11322382873692474 0.12112820511038858 0.11926035760981456 0.10879965361772781 0.10987506591891615 0.12425652888583846 0.12124440794356689 0.11622690057466614 0.10705718480713691 0.14771163023698783 0.1251406358756184 0.12128662802398861 0.13266969674535012 0.13498209303853675 0.13044984882568875 Infinity Infinity 0.14995287054529058 Infinity Infinity Infinity Infinity
0.3266270136957513 0.329393908860635 0.331677230267195 0.34029170982976736 0.3626327965976765 0.3931905465830526 0.43084154574699257 0.42423141018715327 0.4227529091731998 0.37780457275150003 0.34178760699932587 0.28486698804110927 0.19144893297970378 0.19583261277233233 0.13887620897330152 0.15066308073817344 0.12234490480358809 0.13001060238253997 0.10652159687593163 0.12994029791160364 0.11389596216665243 0.1172726151302077 0.12148366836693192 0.1177397671337935 0.10329572486451497 0.11472844575026511 0.1101396797109674 0.1101281290646937 0.10258939150997333 0.1169889994419067 0.10558884383317596 0.0986375138472689 0.11945190402166168 0.12085129820382837 0.10432518416665068 0.11093651956960844 0.13389120851591282 0.13475238466710554 0.12408793455102447 0.24314280198049085 0.13123254195833695 0.25149926883713053 Infinity Infinity 0.2541540522007406 Infinity 0.10170090155752266 Infinity Infinity Infinity
