1024 11
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 269.26320395320727 
0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 1.0 0.0 189.29474005647444 
0.0 0.0 1.0 0.0 1.0 0.0 0.0 1.0 1.0 0.0 88.09442121823281 
0.0 1.0 1.0 1.0 1.0 0.0 1.0 1.0 1.0 1.0 517.9763497377977 
1.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 1.0 107.98013949173031 
1.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 1.0 1.0 428.1056646228317 
1.0 1.0 1.0 1.0 1.0 0.0 1.0 0.0 0.0 1.0 437.9710240419528 
1.0 1.0 1.0 1.0 1.0 0.0 1.0 0.0 1.0 1.0 328.51066131504615 
1.0 1.0 1.0 1.0 1.0 0.0 0.0 1.0 0.0 1.0 110.46427083501405 
1.0 1.0 1.0 1.0 1.0 0.0 1.0 1.0 0.0 1.0 213.76801573214982 
1.0 1.0 1.0 1.0 1.0 0.0 0.0 1.0 1.0 1.0 93.73569899152844 
1.0 1.0 1.0 1.0 1.0 0.0 1.0 1.0 1.0 1.0 439.0968573618378 
0.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 1.0 678.9068207341656 
0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 182.7795779749896 
0.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 1.0 1.0 396.2662695441712 
0.0 1.0 1.0 1.0 1.0 1.0 0.0 1.0 0.0 1.0 426.75205510286344 
0.0 1.0 1.0 1.0 1.0 1.0 0.0 1.0 1.0 1.0 302.13007494957594 
1.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 1.0 204.0875513513509 
1.0 1.0 1.0 1.0 1.0 1.0 0.0 1.0 0.0 1.0 643.138838483259 
1.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 1.0 1.0 555.6792379991932 
1.0 1.0 1.0 1.0 1.0 1.0 0.0 1.0 1.0 1.0 453.54338935054466 
